iter	Passed	Remaining
184	34144	150419
185	34322	150207
186	34498	149987
187	34693	149846
188	34866	149611
189	35051	149430
190	35247	149295
191	35439	149141
192	35643	149036
193	35833	148874
194	36029	148737
195	36206	148519
196	36405	148391
197	36595	148229
198	36787	148074
199	36976	147904
200	37163	147731
201	37356	147577
202	37520	147309
203	37719	147181
204	37909	147013
205	38082	146785
206	38274	146626
207	38472	146491
208	38643	146251
209	38834	146093
210	39018	145905
211	39197	145697
212	39405	145598
213	39604	145464
214	39782	145250
215	39977	145103
216	40174	144959
217	40369	144813
218	40636	144917
219	40828	144755
220	41017	144583
221	41208	144414
222	41388	144211
223	41567	144002
224	41763	143852
225	41968	143733
226	42146	143522
227	42355	143412
228	42575	143344
229	42783	143230
230	42978	143075
231	43165	142892
232	43333	142647
233	43511	142435
234	43704	142273
235	43898	142113
236	44082	141919
237	44289	141800
238	44468	141591
239	44674	141470
240	44861	141286
241	45064	141152
242	45244	140947
243	45432	140765
244	45626	140605
245	45826	140458
246	46023	140307
247	46217	140144
248	46414	139987
249	46607	139823
250	46801	139658
251	46994	139492
252	47201	139364
253	47400	139215
254	47590	139038
255	47782	138867
256	47978	138707
257	48159	138504
258	48320	138243
259	48534	138136
260	48730	137975
261	48936	137844
262	49131	137680
263	49338	137549
264	49550	137432
265	49838	137523
266	50024	137333
267	50226	137184
268	50424	137026
269	50614	136845
270	50810	136683
271	50990	136474
272	51195	136334
273	51398	136188
274	51604	136047
275	51788	135850
276	51968	135643
277	52166	135482
278	52356	135300
279	52564	135166
280	52749	134971
281	52948	134812
282	53172	134716
283	53384	134589
284	53582	134427
285	53781	134265
286	53963	134063
287	54158	133890
288	54381	133790
289	54585	133639
290	54789	133491
291	54982	133314
292	55170	133125
293	55371	132965
294	55583	132835
295	55785	132678
296	56006	132566
297	56182	132349
298	56408	132249
299	56606	132082
300	56802	131910
301	57011	131768
302	57217	131619
303	57421	131465
304	57614	131285
305	57793	131074
306	58003	130932
307	58188	130735
308	58405	130609
309	58675	130600
310	58869	130420
311	59064	130244
312	59255	130058
313	59453	129888
314	59661	129740
315	59845	129538
316	60049	129380
317	60253	129223
318	60450	129049
319	60657	128896
320	60860	128736
321	61064	128576
322	61240	128359
323	61431	128172
324	61643	128027
325	61847	127868
326	62040	127685
327	62230	127497
328	62442	127351
329	62629	127156
330	62835	126999
331	63042	126845
332	63234	126658
333	63434	126489
334	63637	126324
335	63846	126173
336	64037	125984
337	64214	125769
338	64404	125579
339	64597	125396
340	64836	125300
341	65054	125162
342	65302	125084
343	65481	124872
344	65791	124908
345	65991	124735
346	66209	124595
347	66439	124477
348	66634	124295
349	66839	124130
350	67048	123972
351	67273	123844
352	67496	123712
353	67711	123563
354	67923	123409
355	68129	123244
356	68330	123071
357	68526	122887
358	68723	122706
359	68927	122537
360	69144	122391
361	69372	122264
362	69602	122140
363	69820	121993
364	70038	121847
365	70248	121686
366	70485	121572
367	70721	121457
368	70952	121330
369	71151	121149
370	71333	120939
371	71562	120810
372	71773	120648
373	71963	120452
374	72183	120305
375	72424	120193
376	72635	120031
377	72843	119864
378	73076	119737
379	73438	119820
380	73664	119681
381	73861	119492
382	74077	119336
383	74285	119166
384	74528	119052
385	74661	118761
386	74872	118596
387	75076	118419
388	75295	118266
389	75490	118074
390	75691	117893
391	75876	117685
392	76078	117506
393	76280	117324
394	76494	117161
395	76700	116987
396	76895	116796
397	77075	116581
398	77266	116383
399	77475	116213
400	77681	116037
401	77901	115883
402	78139	115754
403	78334	115562
404	78546	115395
405	78740	115201
406	78952	115034
407	79164	114866
408	79363	114679
409	79568	114501
410	79805	114368
411	80047	114241
412	80266	114082
413	80485	113924
414	80709	113771
415	80915	113592
416	81112	113401
417	81378	113306
418	81573	113112
419	81771	112922
420	81973	112738
421	82185	112567
422	82399	112398
423	82604	112217
424	82819	112050
425	83036	111885
426	83254	111721
427	83535	111640
428	83753	111475
429	83967	111306
430	84189	111145
431	84393	110961
432	84602	110783
433	84867	110680
434	85194	110654
435	85398	110469
436	85610	110295
437	85877	110190
438	86068	109987
439	86325	109869
440	86501	109647
441	86712	109469
442	86917	109284
443	87113	109088
444	87290	108868
445	87496	108683
446	87815	108639
447	88035	108472
448	88259	108310
449	88483	108146
450	88736	108018
451	88925	107812
452	89135	107631
453	89338	107442
454	89544	107256
455	89715	107028
456	89906	106824
457	90091	106614
458	90267	106393
459	90465	106198
460	90660	106000
461	90826	105767
462	91038	105589
463	91234	105391
464	91438	105203
465	91651	105025
466	91850	104831
467	92055	104644
468	92253	104448
469	92487	104294
470	92711	104128
471	92939	103966
472	93154	103789
473	93366	103608
474	93576	103426
475	93786	103243
476	94110	103186
477	94314	102996
478	94499	102785
479	94723	102616
480	94910	102408
481	95104	102207
482	95315	102025
483	95529	101845
484	95708	101628
485	95914	101439
486	96108	101239
487	96330	101068
488	96535	100878
489	96749	100698
490	96928	100482
491	97141	100300
492	97338	100102
493	97538	99908
494	97733	99707
495	97896	99475
496	98083	99267
497	98287	99076
498	98486	98881
499	98724	98724
500	98916	98521
501	99128	98338
502	99344	98159
503	99561	97981
504	99694	97720
505	99923	97553
506	100119	97355
507	100294	97136
508	100488	96934
509	100667	96720
510	100874	96531
511	101094	96355
512	101320	96185
513	101515	95985
514	101707	95782
515	101889	95571
516	102054	95343
517	102318	95207
518	102510	95004
519	102706	94806
520	102910	94614
521	103103	94412
522	103304	94218
523	103507	94025
524	103719	93841
525	103924	93650
526	104088	93423
527	104283	93222
528	104466	93012
529	104709	92855
530	104927	92676
531	105136	92488
532	105351	92306
533	105571	92128
534	105791	91949
535	106035	91791
536	106322	91670
537	106528	91480
538	106759	91309
539	106974	91126
540	107194	90946
541	107441	90790
542	107654	90604
543	107880	90429
544	108094	90244
545	108319	90068
546	108547	89894
547	108781	89724
548	108983	89529
549	109204	89349
550	109421	89166
551	109739	89063
552	109978	88897
553	110206	88721
554	110436	88547
555	110634	88348
556	110846	88159
557	111059	87971
558	111264	87777
559	111468	87582
560	111672	87387
561	111865	87183
562	112078	86995
563	112320	86829
564	112557	86659
565	112776	86475
566	112995	86291
567	113210	86104
568	113428	85918
569	113644	85732
570	113881	85560
571	114114	85386
572	114335	85202
573	114551	85015
574	114779	84837
575	114994	84648
576	115210	84461
577	115419	84268
578	115614	84065
579	115828	83875
580	116052	83693
581	116260	83499
582	116464	83303
583	116708	83135
584	116963	82974
585	117241	82829
586	117462	82643
587	117763	82514
588	117992	82334
589	118219	82152
590	118418	81951
591	118649	81771
592	118881	81593
593	119121	81419
594	119363	81247
595	119594	81067
596	119808	80875
597	120037	80694
598	120256	80505
599	120473	80315
600	120672	80113
601	120884	79920
602	121112	79737
603	121324	79544
604	121513	79335
605	121730	79144
606	121966	78966
607	122416	78926
608	122916	78916
609	123284	78820
610	123734	78776
611	124205	78744
612	124639	78687
613	124933	78540
614	125146	78344
615	125372	78154
616	125584	77956
617	125779	77747
618	126023	77568
619	126260	77385
620	126445	77170
621	126659	76973
622	126823	76745
623	127019	76537
624	127236	76341
625	127452	76145
626	127673	75952
627	127876	75748
628	128066	75536
629	128248	75320
630	128472	75129
631	128650	74910
632	128886	74725
633	129122	74541
634	129331	74340
635	129543	74141
636	129737	73931
637	129945	73730
638	130173	73540
639	130382	73340
640	130597	73142
641	130797	72937
642	130993	72728
643	131217	72536
644	131452	72349
645	131649	72142
646	131844	71933
647	132066	71739
648	132271	71536
649	132494	71343
650	132803	71195
651	133020	70998
652	133201	70782
653	133400	70575
654	133597	70368
655	133834	70181
656	134035	69975
657	134234	69769
658	134417	69554
659	134661	69370
660	134910	69190
661	135160	69009
662	135385	68815
663	135602	68618
664	135824	68423
665	136080	68244
666	136306	68051
667	136504	67843
668	136717	67643
669	136951	67453
670	137164	67253
671	137494	67110
672	137737	66924
673	137978	66737
674	138202	66541
675	138410	66338
676	138602	66127
677	138812	65925
678	139003	65714
679	139216	65513
680	139408	65303
681	139626	65104
682	139833	64900
683	140040	64697
684	140276	64506
685	140479	64300
686	140688	64098
687	140901	63897
688	141113	63695
689	141296	63481
690	141485	63269
691	141667	63054
692	141873	62849
693	142085	62648
694	142267	62433
695	142454	62221
696	142667	62020
697	142847	61805
698	143033	61592
699	143235	61386
700	143412	61170
701	143591	60954
702	143773	60740
703	143957	60527
704	144163	60323
705	144365	60118
706	144566	59912
707	144761	59703
708	144964	59498
709	145161	59291
710	145371	59089
711	145620	58902
712	145814	58693
713	145990	58477
714	146170	58263
715	146374	58058
716	146577	57854
717	146771	57645
718	146964	57436
719	147145	57223
720	147333	57012
721	147516	56799
722	147717	56594
723	147895	56380
724	148092	56172
725	148305	55971
726	148514	55769
727	148718	55565
728	148900	55352
729	149102	55147
730	149304	54942
731	149507	54737
732	149714	54534
733	149923	54331
734	150213	54158
735	150442	53963
736	150673	53768
737	150884	53566
738	151146	53381
739	151357	53179
740	151573	52979
741	151827	52791
742	152032	52587
743	152296	52403
744	152545	52213
745	152822	52033
746	153044	51834
747	153249	51629
748	153494	51438
749	153727	51242
750	153956	51045
751	154173	50844
752	154423	50654
753	154666	50461
754	154890	50262
755	155114	50063
756	155355	49869
757	155591	49674
758	155832	49480
759	156043	49276
760	156280	49081
761	156472	48871
762	156677	48666
763	156866	48456
764	157038	48240
765	157268	48042
766	157515	47850
767	157737	47649
768	157921	47438
769	158131	47234
770	158350	47032
771	158569	46831
772	158818	46638
773	159039	46437
774	159232	46228
775	159453	46027
776	159712	45837
777	160013	45659
778	160254	45463
779	160482	45264
780	160731	45070
781	160949	44868
782	161145	44659
783	161359	44456
784	161559	44248
785	161785	44048
786	162019	43850
787	162205	43639
788	162428	43437
789	162625	43229
790	162852	43029
791	163099	42834
792	163334	42635
793	163600	42445
794	163833	42246
795	164094	42054
796	164354	41861
797	164622	41671
798	164837	41467
799	165076	41269
800	165294	41065
801	165504	40860
802	165757	40665
803	165990	40465
804	166227	40266
805	166449	40063
806	166677	39862
807	166915	39662
808	167129	39458
809	167319	39247
810	167541	39044
811	167743	38837
812	167958	38632
813	168199	38433
814	168441	38235
815	168678	38035
816	168932	37839
817	169175	37640
818	169500	37459
819	169742	37260
820	169980	37060
821	170223	36861
822	170463	36661
823	170707	36461
824	170950	36262
825	171204	36064
826	171471	35870
827	171686	35664
828	171970	35472
829	172256	35281
830	172522	35085
831	172765	34885
832	173025	34688
833	173300	34493
834	173597	34303
835	173839	34102
836	174085	33901
837	174354	33705
838	174634	33511
839	174956	33324
840	175212	33125
841	175488	32930
842	175759	32733
843	176011	32532
844	176278	32335
845	176529	32134
846	176796	31936
847	177061	31737
848	177322	31537
849	177520	31327
850	177771	31125
851	178026	30924
852	178271	30721
853	178481	30513
854	178730	30311
855	179089	30127
856	179365	29929
857	179633	29729
858	179899	29529
859	180164	29329
860	180438	29130
861	180714	28931
862	180953	28726
863	181201	28522
864	181452	28319
865	181675	28111
866	181957	27912
867	182219	27710
868	182530	27516
869	182810	27316
870	183074	27114
871	183333	26911
872	183623	26712
873	183902	26512
874	184198	26314
875	184496	26115
876	184806	25919
877	185123	25723
878	185383	25519
879	185624	25312
880	185918	25112
881	186195	24910
882	186471	24707
883	186714	24501
884	186969	24295
885	187210	24088
886	187463	23882
887	187688	23672
888	187976	23470
889	188231	23264
890	188477	23057
891	188729	22850
892	189079	22655
893	189376	22454
894	189640	22248
895	189891	22040
896	190159	21835
897	190435	21630
898	190712	21426
899	190980	21220
900	191257	21014
901	191573	20814
902	191821	20605
903	192071	20396
904	192360	20192
905	192625	19985
906	192903	19779
907	193172	19572
908	193410	19362
909	193704	19157
910	193991	18951
911	194337	18751
912	194652	18548
913	195038	18351
914	195414	18153
915	195736	17949
916	196194	17758
917	196439	17546
918	196700	17337
919	197023	17132
920	197347	16927
921	197634	16719
922	197902	16509
923	198163	16299
924	198421	16088
925	198686	15877
926	198951	15667
927	199270	15460
928	199553	15251
929	199850	15042
930	200121	14831
931	200402	14621
932	200675	14410
933	200969	14201
934	201262	13991
935	201594	13784
936	202039	13584
937	202318	13372
938	202617	13162
939	202933	12953
940	203169	12738
941	203436	12525
942	203664	12310
943	203917	12096
944	204211	11885
945	204484	11672
946	204772	11460
947	205043	11247
948	205295	11032
949	205568	10819
950	205868	10607
951	206189	10396
952	206467	10182
953	206705	9966
954	206968	9752
955	207232	9537
956	207532	9324
957	207805	9110
958	208104	8897
959	208382	8682
960	208619	8466
961	208921	8252
962	209198	8037
963	209460	7822
964	209745	7607
965	209986	7390
966	210258	7175
967	210533	6959
968	210763	6742
969	211034	6526
970	211288	6310
971	211559	6094
972	211834	5878
973	212112	5662
974	212372	5445
975	212683	5229
976	212968	5013
977	213268	4797
978	213647	4582
979	213955	4366
980	214273	4150
981	214566	3932
982	214849	3715
983	215115	3497
984	215435	3280
985	215666	3062
986	215952	2844
987	216222	2626
988	216482	2407
989	216751	2189
990	216973	1970
991	217237	1751
992	217464	1532
993	217696	1314
994	217971	1095
995	218229	876
996	218448	657
997	218707	438
998	218974	219
999	219241	0
